text,朝食,夕食,風呂,サービス,立地,施設,部屋
プランによって違うのかな小さな枕が1個だけで言えば貸して頂けたのでしょうか朝食は主人がシラスが美味しいとおかわりしてました、サーモンとハムが美味しかったです自分でサンドイッチにして食べました、品数も多いので満足です。,1,0,0,0,0,1,0
女性にはアメニティサービスがあります、フェイスマスク入浴剤など疲れがとれました,0,0,0,0,0,1,0
朝食が食べたくて宿泊してるようなものです。,1,0,0,0,0,0,0
駐車場もたくさんあり不便は全く感じす。,0,0,0,0,0,1,0
部屋も広く、従業員の方も親切でゆっくりさせていただきました。,0,0,0,1,0,0,1
ご飯も美味しく、特に白ご飯が美味しくて、朝食はお代わりしました。,1,1,0,0,0,0,0
一つ残念なのは、虫が多かったのが気になりました。,0,0,0,0,1,1,0
食事中も飛んでくるし、こどもが嫌がって困りました。,0,0,0,0,1,0,0
階段にもいっぱい死骸があり、虫嫌いの人にはつらいかも。,0,0,0,0,0,1,0
離れた露天風呂もアブが多いとのことで断念しました。,0,0,1,0,0,1,0
※良かった点・１F・２Fの休憩ラウンジは時間の速さを感じずに過ごせます。,0,0,0,0,0,1,0
お稲荷さん・パン・お茶そして、雑味の無い水だしコーヒーは特に良かったです。,1,0,0,0,0,0,0
・フロントを含め、従業員の無駄話の姿が一切見えなかった。,0,0,0,1,0,0,0
これはとても素晴らしいと思います。,0,0,0,1,0,0,0
・朝食・夕食共にとてもおいしくいただきました。,1,1,0,0,0,0,0
鮮度も良かったです。,1,1,0,0,0,0,0
※悪かった点◎13歳未満入館お断りの店舗として広告を打ってお客様を呼んでいるからには、（法的）順守しなければなりません。（明らかに小学校4年生以下の中国人の子供いましたよね？）,1,1,1,1,1,1,1
・男性風呂の脱衣場の天井の水漏れ（電気配線の近く）とても危険です。,0,0,1,1,0,0,0
・脱衣場に前日から残されてたタオルがそのまま入った状態で、翌日も残っている。,0,0,0,1,0,0,0
清掃時にそういったものはとってほしいです。,0,0,0,1,0,0,0
ハイクラスの宿泊施設ということを考えると、やや劣る部分はあると正直思います。,1,1,1,1,1,1,1
私が宿泊したのがたまたまなのかもしれませんが、一期一会の世界ですからそれが評価の全てとなります。,0,0,0,1,0,0,0
設備施設の老朽化はしょうがありませんが、放置や清掃の不備は別問題。,0,0,0,1,0,0,0
次回はこういったことが改善されていることを願います。,0,0,0,1,0,0,0
夏の間の花火はホテルから歩いてすぐです。,0,0,0,0,1,0,0
プライベート感があって良かったです。,0,0,0,0,0,0,1
部屋は通りに面していましたが、音は全く気になりませんでした。,0,0,0,0,0,0,1
ただ、カーテンが無いので朝早くから部屋の中が明るくなってしまい、大分早起きしてしまいました。,0,0,0,0,0,1,0
女性用の浴衣の帯が、半幅帯だったので、慣れない人には難しいかな？と。,0,0,0,0,0,1,0
星空ツアーのイベントも充実しており、とても楽しめました。,0,0,0,1,0,0,0
何より、スタッフさん方が素晴らしい。,0,0,0,1,0,0,0
最高のサービスを受けることができました。,0,0,0,1,0,0,0
バイキング形式の食事の種類が豊富です。,1,1,0,0,0,0,0
敷地内にある居酒屋くすくすもとてもメニューが豊富で料理の提供スピードも早く満足です。,0,0,0,0,0,1,0
インターチェンジから近いので車での宿泊はとても便利です。,0,0,0,0,1,0,0
駐車場も無料で助かりました。,0,0,0,0,0,1,0
駅近でロケーションよいです。,0,0,0,0,1,0,0
リバーサイドプランなのでスカイツリーが観え夜景も綺麗でした。,0,0,0,0,0,0,1
ただダブルベッドで2人はちょっと狭くてクイーンズベッドのプランで泊まってみたいです。,0,0,0,0,0,1,0
食事も大変おいしく、要求にも快く対応して頂けました。,1,1,0,1,0,0,0
台風の影響から3連休の初日に急遽宿泊をさせていただきましたが、朝食が素晴らしかったです。,1,0,0,0,0,0,0
夕食もホテルの中華レストランでテーブルオーダーでメニューから全品食べ放題プランでいただきましたが、どれも美味しく家族全員大満足でした。,0,1,0,0,0,0,0
子供はアルコールが飲めないのに2 500円はジュースには高すぎると思います。,0,1,0,0,0,0,0
今回は個別にドリンクを注文し、チェックインの際にいただいたレストラン割引券でドリンク代を割り引いていただきました。,0,0,0,1,0,0,0
河岸の緑やせせらぎが素晴らしい。,0,0,0,0,1,0,0
部屋は明るく、冷房も良くきいていて、過ごしやすかった。,0,0,0,0,0,1,1
お湯はアルカリでトロトロ。,0,0,1,0,0,0,0
「夢の湯」は、こじんまりした男女別の内湯だけだが、温湯があり、長湯できる。,0,0,1,0,0,0,0
ドライヤーは持ち込み不可だが、置いてあるものの性能は良かった。,0,0,0,0,0,1,0
温度もちょうど良く、お湯も一番トロトロだった気がする。,0,0,1,0,0,0,0
どれも美味しく、見映えもして、食事を楽しめた。,1,1,0,0,0,0,0
お酒も、利き酒セットが良かった。,0,1,0,0,0,0,0
食前酒の桃酒も美味しかった。,0,1,0,0,0,0,0
同じ入り口を使うことになったが、騒がしくて、最初ちょっと不安になった。,0,0,0,0,0,1,0
だから、新館にも玄関とロビーらしきスペースがあったのもあり、（こちらを使うこともあるのではないかと思います）、そちらから入りたかったなぁと思った。,0,0,0,0,0,1,0
あと、廊下に冷房がきいてなくて、快適な部屋から出るたび暑かったので、廊下にもつけて欲しかったです。,0,0,0,0,0,1,0
フロントの、素早い対応に感謝しております。,0,0,0,1,0,0,0
また、チェックアウトの際も、申し訳ありませんでしたと、声をかけていただきました。,0,0,0,1,0,0,0
この一言にも感謝です。,0,0,0,1,0,0,0
気持ち良くチェックアウトすることが出来ました。,0,0,0,1,0,0,0
初めて草津温泉へ行くので、場所分かるかとかちっと不安でしたが、バスタミナールを出たらすく見かけました！,0,0,0,0,1,0,0
台湾人の私たちに対して、スダッフさんもすごく親切に対応してくれました。,0,0,0,1,0,0,0
特に朝食は最高に美味くて大満足でした♪,1,0,0,0,0,0,0
朝食がとても美味しく、インテリアが素敵なホテルでした。,1,0,0,0,0,1,0
これから宿泊される方へは工夫していただくために、ホテルの方へは改善の希望をこめ、あえて書きます。,1,1,1,1,1,1,1
オリジナルのカップオンコーヒーとオリジナルのマグカップはカッコいいですが相性が悪く、手で押さえながら注がないとカップに沈没します。,0,0,0,0,0,1,0
備え付けのポットと加湿器に、ユニットバスの洗面台で水を普通に入れられません。,0,0,0,0,0,1,0
子供が蛇口の先端が回せることを発見してようやく入れられました。,0,0,0,0,0,1,0
加湿器はカッコいいですが、スイッチがシンプルすぎて勘で操作しました。,0,0,0,0,0,1,0
ユニットバスのガラス棚はステキですが、恐らく近い内にいくつか壊れると思います。,0,0,1,0,0,1,0
デザインに凝っていて期待値が上がるだけに、使い勝手が悪いと気持ちが萎えます。,0,0,0,0,0,1,0
食事もお風呂も部屋も大変良かったと、とても喜んでいました。,1,1,1,0,0,0,1
平日でしたので、全てにゆっくり、のんびり寛ぐことができ、ありがとうございました。,1,1,1,1,1,1,1
部屋と部屋のお風呂トイレは凄くきれいで大満足でした。,0,0,0,1,0,0,1
すると後から来た隣の方達にはデザートがきて私たちには来ず。,0,1,0,1,0,0,0
またスタッフの方にデザートまだ来てないと伝えるとその後また待たされデザートが出てきたと思ったら料理を頼んでいる人数に対してデザートが１人分足りず。,0,1,0,1,0,0,0
えっ?と思いましたがもー待ちくたびれて子供も飽きているので黙って部屋に戻りました。,0,1,0,1,0,0,0
夕食の際のスタッフの方の手際の悪さと対応にイラっと来ました。,0,1,0,1,0,0,0
食事が良かっただけに本当に残念でした。,1,1,0,1,0,0,0
ホテル周辺にお食事処がないため、ホテルレストランで夕食を。,0,0,0,0,1,0,0
２人用のアラカルトセットメニューが大変お得。,0,1,0,0,0,0,0
石垣牛のステーキもあり、ボリューム感ともにお値段もお得。,0,1,0,0,0,0,0
お部屋は広々で、２人でステイするにはもったいないくらいの広さ。,0,0,0,0,0,0,1
スタッフの方の対応がとても親切でした。,0,0,0,1,0,0,0
朝食付きのプランでしたが、とても美味しく大満足でした。,1,0,0,0,0,0,0
宿に着くと係の方が車を駐車場へ止めに行ってくれ、中に入ると太鼓でお出迎え！,0,0,0,1,0,0,0
第一印象から最高の気分でした！,1,1,1,1,1,1,1
中居さんからの分かりやすい説明を受け、早速風呂へ！,0,0,0,1,0,0,0
でも泉質は良くツルツルスベスベの満足な温泉でした！,0,0,1,0,0,0,0
嫁は雰囲気、温泉に大満足してました！,0,0,1,0,0,0,0
夕食も懐石料理でどれも素晴らしく美味しかったです！,0,1,0,0,0,0,0
特に飛騨牛の焼肉食べ比べと飛騨牛のお寿司が最高でした！,0,1,0,0,0,0,0
中居さんの接客、温泉、食事どれをとっても今まで泊まった宿泊施設の中で一番でした！,1,1,1,1,0,0,0
部屋も綺麗で、温泉も露天風呂でのんびりできて、朝夕の食事も大満足でした。,1,1,1,1,0,0,1
特に食事の際の仲居さんの対応も感じよかったです。,0,0,0,1,0,0,0
昔懐かしい温泉ホテルという感じが下山後の二人にはとても落ち着きました。,0,0,0,0,0,1,0
メンテナンスも行き届いているのか部屋もキレイですし申し分ありません。,0,0,0,1,0,0,1
朝食バイキングは種類も豊富でパンも焼きたて、どの料理もおいしかったです。,1,0,0,0,0,0,0
